# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,装填速度,晃动偏移,反动大小,射速,可用配件1,可用配件2,可用配件3,配件3参数,可用配件4,可用子弹1,子弹1装填数量,子弹1发射类型,子弹1后坐力,可用子弹2,子弹2装填数量,子弹2发射类型,子弹2后坐力,可用子弹3,子弹3装填数量,子弹3发射类型,子弹3后坐力,可用子弹4,子弹4装填数量,子弹4发射类型,子弹4后坐力,可用子弹5,子弹5装填数量,子弹5发射类型,子弹5后坐力,可用子弹6,子弹6装填数量,子弹6发射类型,子弹6后坐力,可用子弹7,子弹7装填数量,子弹7发射类型,子弹7后坐力,可用子弹8,子弹8装填数量,子弹8发射类型,子弹8后坐力,可用子弹9,子弹9装填数量,子弹9发射类型,子弹9后坐力,可用子弹10,子弹10装填数量,子弹10发射类型,子弹10后坐力,可用子弹11,子弹11装填数量,子弹11发射类型,子弹11后坐力,可用子弹12,子弹12装填数量,子弹12发射类型,子弹12后坐力,可用子弹13,子弹13装填数量,子弹13发射类型,子弹13后坐力,可用子弹14,子弹14装填数量,子弹14发射类型,子弹14后坐力,可用子弹15,子弹15装填数量,子弹15发射类型,子弹15后坐力,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
421222,神机火+速射枪管·古铜,365天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp002_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350560,350560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421223,神机火+速射枪管·古铜,无时限时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp002_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,401023,0,,350560,350560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51567,超重炮左轮天,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,110,4,ep_pvp002_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,420524,0,,350561,350561,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,509,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,509,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
51568,超重炮左轮极,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,110,4,ep_pvp002_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,421924,0,,350561,350561,50,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,509,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,509,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
51569,金狮真火枪+速射枪管,以金狮子素材打造的弩炮，每一击重炮都隐隐伴有雷鸣。,110,4,ep_jsz_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350465,350465,110,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,538,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,538,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,速射3发,小,散弹1级,6,,小,散弹2级,6,速射3发,小,散弹3级,6,速射3发,中,电击弹,6,速射3发,小,麻痹弹,6,,中,猛毒弹,6,,中,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1552,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
51570,王弩雷枪+蓄能枪管,,110,4,ep_lll_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350542,350542,110,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,523,0,10,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,523,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,蓄力,中,通常弹3级,8,,小,贯通弹1级,6,,小,贯通弹2级,6,蓄力,大,散弹3级,6,,中,电击弹,6,,小,麻痹弹,6,,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1562,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
51571,真红心女武神+速射枪管,由樱火龙素材打造的弩，火力得到了更大的提升。,110,4,ep_yhl_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350213,350213,110,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,492,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,492,492,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,速射3发,小,贯通弹1级,6,,小,贯通弹2级,6,速射3发,小,贯通弹3级,6,,中,散弹1级,6,,小,散弹2级,6,速射3发,小,火焰弹,6,,小,电击弹,6,,小,猛毒弹,6,,中,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1572,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
51572,连袭【偃月】+速射枪管,,110,4,ep_wlx_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350544,350544,110,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,453,20,15,0,0,0,0,0,0,0,0,0,0,0,300,0,453,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,速射3发,小,通常弹3级,8,,小,贯通弹2级,6,速射3发,中,散弹2级,6,速射3发,小,水冷弹,6,,小,猛毒弹,6,速射3发,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1582,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
421820,雪球发射器·S,7天时装武器<BR>雪球发射器造型的S级弩炮时装。打着彩结的圣诞糖果棒，挂着精致的圣诞铃铛，炮口能高速射出圣诞雪球，带来了浓郁的圣诞节日气氛。,1,4,ep_ma015_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,604800,,350565,350565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421821,雪球发射器·S,30天时装武器<BR>雪球发射器造型的S级弩炮时装。打着彩结的圣诞糖果棒，挂着精致的圣诞铃铛，炮口能高速射出圣诞雪球，带来了浓郁的圣诞节日气氛。,1,4,ep_ma015_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,2592000,,350565,350565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421822,雪球发射器·S,365天时装武器<BR>雪球发射器造型的S级弩炮时装。打着彩结的圣诞糖果棒，挂着精致的圣诞铃铛，炮口能高速射出圣诞雪球，带来了浓郁的圣诞节日气氛。,1,4,ep_ma015_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350565,350565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421823,雪球发射器·S,无时限时装武器<BR>雪球发射器造型的S级弩炮时装。打着彩结的圣诞糖果棒，挂着精致的圣诞铃铛，炮口能高速射出圣诞雪球，带来了浓郁的圣诞节日气氛。,1,4,ep_ma015_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,401023,0,,350565,350565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51573,红电甲虫弩,,110,4,ep_nby_u01_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350543,350543,110,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,510,0,-13,0,0,0,0,0,0,0,0,0,0,0,300,0,510,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,速射3发,小,通常弹3级,8,,小,贯通弹2级,6,速射3发,中,散弹2级,6,速射3发,小,水冷弹,6,,小,猛毒弹,6,速射3发,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1346,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
51575,Onyxcry,,1,7,ep_hkl_08,1,1,1,2,1,5,2,0,0,1,0,0,320000,1600,0,0,0,,350546,350546,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,2,10,197,0,-12,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,197,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,4,速射3发,小,通常弹2级,5,,小,通常弹3级,5,,小,火焰弹,5,速射3发,中,散弹1级,4,速射3发,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10182,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.5,,,,4.5,,,,,,,,,,,,,,,,
51580,重炮左轮天S5,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,120,4,ep_pvp002_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,420524,0,,350566,350566,110,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,611,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,611,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
51581,重炮左轮极S5,荣誉的象征，唯有在天地争锋狩猎季表现突出的胜者组猎人才能获得的弩炮。以左轮为原型，特别加长的弩炮枪管，可以令其展现出重炮一般的威力。,120,4,ep_pvp002_n,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,421924,0,,350566,350566,110,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,611,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,611,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,慢,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,蓄力,中,贯通弹2级,6,,小,贯通弹3级,6,,小,彻甲榴弹1级,3,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1266,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
422220,凰晓+蓄能枪管·澄澈,7天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp003_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,604800,,350568,350568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422221,凰晓+蓄能枪管·澄澈,30天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp003_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,2592000,,350568,350568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422222,凰晓+蓄能枪管·澄澈,365天时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp003_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350568,350568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422223,凰晓+蓄能枪管·澄澈,无时限时装武器<BR>极限猎人挑战活动奖励,1,4,ep_sp003_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,401023,0,,350568,350568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51574,星能集束炮+蓄能枪管,,115,4,ep_mxl_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350545,350545,115,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,576,0,10,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,10,,小,通常弹3级,8,蓄力,中,贯通弹2级,6,,大,贯通弹3级,6,蓄力,大,散弹1级,6,,中,彻甲榴弹1级,3,,大,彻甲榴弹2级,3,,大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1714,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
51576,凛霜地狱+速射枪管,,115,4,ep_byl_08,1,1,1,2,1,5,2,0,0,1,0,0,600000,6000,0,0,0,,350547,350547,115,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,561,0,15,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,561,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,速射3发,小,通常弹3级,8,,小,贯通弹1级,6,速射3发,小,贯通弹2级,6,,中,贯通弹3级,6,,中,散弹1级,6,,小,散弹2级,6,,小,冰结弹,6,,小,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,1724,120,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
403420,惊天弩炮特效,7天时装武器<BR>为驱赶上古巨兽而打造的惊天弩炮。攻击时震耳欲聋的爆竹声，对上古巨兽有着绝对的威慑。精致的琉璃灯笼和弩身上的雕文，优雅独特，别具匠心。,1,4,ep_ma020_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,604800,,350572,350572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403421,惊天弩炮特效,30天时装武器<BR>为驱赶上古巨兽而打造的惊天弩炮。攻击时震耳欲聋的爆竹声，对上古巨兽有着绝对的威慑。精致的琉璃灯笼和弩身上的雕文，优雅独特，别具匠心。,1,4,ep_ma020_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,2592000,,350572,350572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403422,惊天弩炮特效,365天时装武器<BR>为驱赶上古巨兽而打造的惊天弩炮。攻击时震耳欲聋的爆竹声，对上古巨兽有着绝对的威慑。精致的琉璃灯笼和弩身上的雕文，优雅独特，别具匠心。,1,4,ep_ma020_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350572,350572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
